Rarity Score,id,Back,Back Score,Face,Face Score,Head,Head Score,Outfit,Outfit Score,Character,Character Score,Background,Background Score,name,Trait Count,Trait Count Score
207.7786967,4518,Umbrella Rainbow,32.9,None,6.2966507,Blue Snapback,88.9189189,Blue One Piece,33.7435897,Corki,25.9055118,Spirals,17.002584,FalseIdols #5047,5,3.0114416
207.7771093,2523,Surfboard,28.8596491,VR Headset,39.8787879,Confused Stars,39.4011976,Purple Gown,41.3836478,Bapho Demon,41.3836478,Rainbow,15.1963048,FalseIdols #1613,6,1.6738743
207.7737047,5072,Skateboard,26.9672131,VR Headset,39.8787879,Dealers Hat,43.5761589,Leopard Gown,40.617284,Bapho Tattooed,39.1666667,Blue Flames,15.8937198,FalseIdols #2615,6,1.6738743
207.769311,6466,Carrot Stick,33.0653266,Pipe,48.0291971,Cone,45.0684932,Suit,39.6385542,Okame Wood,24.5522388,Prison Photo booth,15.7416268,FalseIdols #5837,6,1.6738743
207.7692771,2149,Binocular,35.1871658,Reverse Cross Earring,45.0684932,Fox Mask,43.8666667,Cowboy,39.4011976,Corki Demon,26.6396761,Purple Gradient,15.9322034,FalseIdols #3406,6,1.6738743
207.7662913,3486,Binocular,35.1871658,Futuristic Glasses,39.8787879,Siren,46.013986,Cowboy,39.4011976,Arcadian Racing,28.6086957,Spirals,17.002584,FalseIdols #1539,6,1.6738743
207.762727,2544,Toy Hammer,34.4502618,VR Headset,39.8787879,Chef Hat,37.1751412,Overalls,38.255814,Mori Silver,40.1219512,Pink,16.2068966,FalseIdols #4246,6,1.6738743
207.762622,2045,Toy Hammer,34.4502618,Laserbeams,56.7241379,Pajama Cap,33.7435897,Orange Astronaut,38.4795322,Corki,25.9055118,Space,16.7857143,FalseIdols #0925,6,1.6738743
207.7524323,6444,Devil Wings,29.2444444,Monocle,63.8834951,Purple Beanie,38.255814,Blue One Piece,33.7435897,Natsu Crystal,25.0190114,Purple Gradient,15.9322034,FalseIdols #2567,6,1.6738743
207.737424,2612,Knife,33.0653266,Lightning Eyes,49.1044776,Emperors Crown,40.8695652,Cowboy,39.4011976,Okame,27.8813559,Prison Photo booth,15.7416268,FalseIdols #3679,6,1.6738743
207.7321269,1909,Scythe,27.5313808,Bandage,43.8666667,Emperors Crown,40.8695652,Orange TShirt,39.1666667,Bapho,38.255814,Dark Blue Clouds,16.3681592,FalseIdols #1209,6,1.6738743
207.7285675,2621,Baseball Bat,28.4848485,Airpod,38.7058824,Purple Beanie,38.255814,Gold Armor,35.5675676,Iris,48.3823529,Purple Clouds,16.6582278,FalseIdols #5125,6,1.6738743
207.7093439,1531,Carrot Stick,33.0653266,VR Headset,39.8787879,Purple Beanie,38.255814,White Astronaut,39.8787879,Mori Bot,39.4011976,Blue Clouds,15.5555556,FalseIdols #3003,6,1.6738743
207.705106,4112,Binocular,35.1871658,Milk Bottle,46.3380282,Top Hat,43.0065359,Yellow Good Morning,38.7058824,Vern Birch,26.0079051,Space,16.7857143,FalseIdols #1579,6,1.6738743
207.7028625,4275,Binocular,35.1871658,Tears,46.3380282,Pirate Hat,36.7597765,Kings Robe,33.4010152,Mori,37.6,Red Flames,16.7430025,FalseIdols #3256,6,1.6738743
207.6867576,4034,Surfboard,28.8596491,Oni Mask,67.1428571,None,6.3391137,Black Turtleneck,36.9662921,Iris Blue,49.4736842,Blue Flames,15.8937198,FalseIdols #4946,5,3.0114416
207.6709016,2286,Coffin,31.3333333,Laserbeams,56.7241379,Purple Beanie,38.255814,Orange Astronaut,38.4795322,Vern Birch,26.0079051,Rainbow,15.1963048,FalseIdols #3370,6,1.6738743
207.6387746,3434,Scythe,27.5313808,Laserbeams,56.7241379,Party Hat,46.6666667,Blue One Piece,33.7435897,Azazel,25.4054054,Blue Flames,15.8937198,FalseIdols #0612,6,1.6738743
207.6360189,6286,Knife,33.0653266,Coins,40.3680982,Chef Hat,37.1751412,White Turtleneck,39.1666667,Mori Bot,39.4011976,Space,16.7857143,FalseIdols #5449,6,1.6738743
207.6333477,5609,Umbrella Rainbow,32.9,Reverse Cross Earring,45.0684932,Axe,51.40625,Black Turtleneck,36.9662921,Boar Girl,24.2804428,Graveyard,15.3379953,FalseIdols #6378,6,1.6738743
207.6283446,1375,Sword,29.1150442,Pipe,48.0291971,Ice Cream,37.1751412,Orange Astronaut,38.4795322,Mori,37.6,Blue Clouds,15.5555556,FalseIdols #4004,6,1.6738743
207.6245723,3171,Binocular,35.1871658,Snake,43.2894737,Siren,46.013986,Doctor,38.0346821,Azazel Frost,26.6396761,Space,16.7857143,FalseIdols #4335,6,1.6738743
207.6215078,3444,Umbrella Rainbow,32.9,Bandage,43.8666667,Ribbon,34.6315789,Pink Robot,37.3863636,Bapho Demon,41.3836478,Green,15.7793765,FalseIdols #0946,6,1.6738743
207.6108301,1573,Skateboard,26.9672131,Blue Scuba Mask,47.6811594,Siberian Hat,40.617284,Pirate Suit,45.6944444,Arcadian Racing,28.6086957,Dark Blue Clouds,16.3681592,FalseIdols #6657,6,1.6738743
207.5962874,4841,Third Arm,33.2323232,Milk Bottle,46.3380282,Fox Mask,43.8666667,Reaper,41.910828,Natsu Crystal,25.0190114,Blue Clouds,15.5555556,FalseIdols #3959,6,1.6738743
207.5942016,1525,Angel Wings,30.462963,Snake,43.2894737,Party Hat,46.6666667,Leopard Gown,40.617284,Okame,27.8813559,Spirals,17.002584,FalseIdols #5365,6,1.6738743
207.5884212,2472,Sword,29.1150442,Lightning Eyes,49.1044776,Purple Beanie,38.255814,Jail,32.5742574,Mori Silver,40.1219512,Red Flames,16.7430025,FalseIdols #3117,6,1.6738743
207.5632042,894,Surfboard,28.8596491,Moustache,47,Hockey Helmet,44.1610738,Pirate Suit,45.6944444,Boar Girl,24.2804428,Blue Flames,15.8937198,FalseIdols #3048,6,1.6738743
207.5597467,2068,Carrot Stick,33.0653266,Burning Money,50.6153846,Pajama Cap,33.7435897,Pirate Suit,45.6944444,Azazel Frost,26.6396761,Dark Blue Flames,16.127451,FalseIdols #1916,6,1.6738743
207.5372066,3805,Trident,32.4137931,Lightning Eyes,49.1044776,Cone,45.0684932,Black Turtleneck,36.9662921,Haka,25.3076923,Spirals,17.002584,FalseIdols #6287,6,1.6738743
207.5283176,3854,Present,28.9867841,Bubble Gum,38.4795322,Hockey Helmet,44.1610738,Batik with Scarf,39.1666667,Bapho Tattooed,39.1666667,Blue Flames,15.8937198,FalseIdols #1406,6,1.6738743
207.5253756,3130,IV Drop,33.5714286,Painters Mask,48.3823529,Cone,45.0684932,Silver Armor,36.5555556,Corki,25.9055118,Dark Blue Clouds,16.3681592,FalseIdols #1720,6,1.6738743
207.5127327,6536,Present,28.9867841,Button Eyes,38.255814,Mariachi Hat,57.2173913,Cowboy,39.4011976,Melton Slush,26.6396761,Graveyard,15.3379953,FalseIdols #3319,6,1.6738743
207.4674243,4447,Sand Shovel,29.375,Burning Money,50.6153846,Party Hat,46.6666667,Doctor,38.0346821,Vern,25.9055118,Rainbow,15.1963048,FalseIdols #6293,6,1.6738743
207.4494803,1867,Surfboard,28.8596491,Burning Money,50.6153846,Red Bandana,50.2290076,Gold Armor,35.5675676,Melton,25.3076923,Rainbow,15.1963048,FalseIdols #0726,6,1.6738743
207.4423441,6484,Fan,32.7363184,Snake,43.2894737,Ribbon,34.6315789,Purple Gown,41.3836478,Mori,37.6,Dark Blue Flames,16.127451,FalseIdols #0086,6,1.6738743
207.3837235,4451,Turtle Shell Brown,31.4832536,Blue Scuba Mask,47.6811594,Cone,45.0684932,Orange TShirt,39.1666667,Melton,25.3076923,Spirals,17.002584,FalseIdols #4904,6,1.6738743
207.3432323,3914,FI Flag,33.5714286,Bubble Gum,38.4795322,Mohawk,41.125,Blue Kimono,37.1751412,Mori Silver,40.1219512,Rainbow,15.1963048,FalseIdols #5213,6,1.6738743
207.3344782,2804,Binocular,35.1871658,Lightning Eyes,49.1044776,Pan,39.6385542,Batik with Scarf,39.1666667,Vern,25.9055118,Purple Clouds,16.6582278,FalseIdols #5745,6,1.6738743
207.3137944,4757,Third Arm,33.2323232,Moustache,47,Top Hat,43.0065359,Flame Hoodie,40.3680982,Corki,25.9055118,Dark Blue Flames,16.127451,FalseIdols #3190,6,1.6738743
207.3044937,6415,Toy Hammer,34.4502618,Milk Bottle,46.3380282,Hockey Helmet,44.1610738,Orange TShirt,39.1666667,Melton,25.3076923,Pink,16.2068966,FalseIdols #1116,6,1.6738743
207.3019637,3491,Scythe,27.5313808,None,6.2966507,Blue Snapback,88.9189189,Green Kimono,38.4795322,Natsu,26.8571429,Pink,16.2068966,FalseIdols #5911,5,3.0114416
207.2948948,1884,Hockey Stick,31.3333333,Painters Mask,48.3823529,Party Hat,46.6666667,Green Kimono,38.4795322,Okame Wood,24.5522388,Pink,16.2068966,FalseIdols #2085,6,1.6738743
207.2856399,2054,Umbrella Rainbow,32.9,Milk Bottle,46.3380282,Cone,45.0684932,Hockey Blue,40.3680982,Haka,25.3076923,Pink Flames,15.6294537,FalseIdols #4372,6,1.6738743
207.2721702,2832,Baseball Bat,28.4848485,Heart Eyes,51.8110236,Farmers Hat,36.9662921,Pirate Suit,45.6944444,Haka Volcanic,26.7479675,Blue Flames,15.8937198,FalseIdols #5388,6,1.6738743
207.2622703,6257,Carrot Stick,33.0653266,Eye Patch,38.7058824,Chef Hat,37.1751412,Overalls,38.255814,Bapho Demon,41.3836478,Spirals,17.002584,FalseIdols #4008,6,1.6738743
207.2445254,6445,Present,28.9867841,Snake,43.2894737,Halo,38.0346821,Orange Astronaut,38.4795322,Mori Silver,40.1219512,Purple Clouds,16.6582278,FalseIdols #2881,6,1.6738743
207.2238806,1775,Umbrella Black,28.1196581,Pipe,48.0291971,Farmers Hat,36.9662921,Suit,39.6385542,Mori,37.6,Rainbow,15.1963048,FalseIdols #3689,6,1.6738743
207.2199485,2439,Sword,29.1150442,VR Headset,39.8787879,Purple Bandana,43.0065359,Hockey Black,35.3763441,Bapho Demon,41.3836478,Space,16.7857143,FalseIdols #1666,6,1.6738743
207.2135018,5158,Turtle Shell Green,28.8596491,Face Bandage,57.2173913,Bucket,41.125,Chinese Dress,35.9562842,Corki Demon,26.6396761,Prison Photo booth,15.7416268,FalseIdols #2083,6,1.6738743
207.2120175,1368,Scythe,27.5313808,Painters Mask,48.3823529,Propeller,38.7058824,Silver Armor,36.5555556,Bapho Tattooed,39.1666667,Rainbow,15.1963048,FalseIdols #5970,6,1.6738743
207.202833,1533,Toy Hammer,34.4502618,Yellow Scuba Mask,45.6944444,Party Hat,46.6666667,Robe,36.1538462,Corki,25.9055118,Purple Clouds,16.6582278,FalseIdols #3933,6,1.6738743
207.1954521,1755,Sword,29.1150442,Reverse Cross Earring,45.0684932,Axe,51.40625,HellYeah Hoodie,38.7058824,Natsu Crystal,25.0190114,Pink,16.2068966,FalseIdols #1674,6,1.6738743
207.1949239,3057,Devil Wings,29.2444444,Rainbow Glasses,44.7619048,Red Bandana,50.2290076,Suit,39.6385542,Vern,25.9055118,Prison Photo booth,15.7416268,FalseIdols #3504,6,1.6738743
207.1871428,2196,Phone,28.4848485,Burning Money,50.6153846,Pirate Hat,36.7597765,Blue One Piece,33.7435897,Bapho Tattooed,39.1666667,Red Flames,16.7430025,FalseIdols #3448,6,1.6738743
207.1798879,227,Coffin,31.3333333,Yellow Scuba Mask,45.6944444,Hockey Helmet,44.1610738,HellYeah Hoodie,38.7058824,Arcadian Racing,28.6086957,Spirals,17.002584,FalseIdols #1632,6,1.6738743
207.1787555,4531,Angel Wings,30.462963,Pipe,48.0291971,Halo,38.0346821,Jail,32.5742574,Mori Bot,39.4011976,Spirals,17.002584,FalseIdols #4422,6,1.6738743
207.1682893,1740,Trident,32.4137931,Heart Eyes,51.8110236,Mohawk,41.125,Cowboy,39.4011976,Azazel,25.4054054,Graveyard,15.3379953,FalseIdols #2814,6,1.6738743
207.1664166,4200,Turtle Shell Brown,31.4832536,Earring,38.0346821,Hockey Helmet,44.1610738,Green Stars,37.816092,Bapho,38.255814,Prison Photo booth,15.7416268,FalseIdols #3322,6,1.6738743
207.1602502,365,Hockey Stick,31.3333333,VR Headset,39.8787879,Crown,39.8787879,Green Good Morning,36.3535912,Bapho Demon,41.3836478,Purple Clouds,16.6582278,FalseIdols #2733,6,1.6738743
207.1595194,6269,Fan,32.7363184,Futuristic Glasses,39.8787879,Purple Beanie,38.255814,Leopard Gown,40.617284,Bapho,38.255814,Prison Photo booth,15.7416268,FalseIdols #5366,6,1.6738743
207.1492676,1841,IV Drop,33.5714286,Lightning Eyes,49.1044776,Top Hat,43.0065359,Yellow Good Morning,38.7058824,Haka,25.3076923,Green,15.7793765,FalseIdols #1502,6,1.6738743
207.1031072,2038,Toy Hammer,34.4502618,Reverse Cross Earring,45.0684932,Axe,51.40625,Purple  Robot,33.7435897,Natsu Crystal,25.0190114,Prison Photo booth,15.7416268,FalseIdols #1128,6,1.6738743
207.0880346,6063,Skateboard,26.9672131,Rainbow Glasses,44.7619048,Purple Bandana,43.0065359,Chinese Dress,35.9562842,Bapho Tattooed,39.1666667,Blue Clouds,15.5555556,FalseIdols #0402,6,1.6738743
207.086931,2312,Baseball Bat,28.4848485,Reverse Cross Earring,45.0684932,Ninja Headband,35.7608696,Reaper,41.910828,Bapho,38.255814,Purple Gradient,15.9322034,FalseIdols #4109,6,1.6738743
207.0863969,1628,Fan,32.7363184,Moustache,47,Hockey Helmet,44.1610738,Hockey Blue,40.3680982,Azazel,25.4054054,Prison Photo booth,15.7416268,FalseIdols #6288,6,1.6738743
207.0824662,4780,Umbrella Rainbow,32.9,Snake,43.2894737,Red Bandana,50.2290076,Green Good Morning,36.3535912,Natsu,26.8571429,Green,15.7793765,FalseIdols #1414,6,1.6738743
207.0744036,3934,Sword,29.1150442,Rose,41.910828,Mariachi Hat,57.2173913,Silver Armor,36.5555556,Azazel,25.4054054,Rainbow,15.1963048,FalseIdols #0106,6,1.6738743
207.0627513,1283,Robotic Claw,49.8484848,Eye Patch,38.7058824,Pajama Cap,33.7435897,Chef Uniform,41.125,Melton,25.3076923,Purple Clouds,16.6582278,FalseIdols #5198,6,1.6738743
207.0530317,2401,Toy Hammer,34.4502618,Laserbeams,56.7241379,Ice Cream,37.1751412,Red One Piece,34.8148148,Medusa Stone,26.0079051,Pink,16.2068966,FalseIdols #5269,6,1.6738743
207.0447077,4940,Fan,32.7363184,Face Bandage,57.2173913,Ribbon,34.6315789,Doctor,38.0346821,Natsu,26.8571429,Blue Flames,15.8937198,FalseIdols #4309,6,1.6738743
207.0397986,2360,FI Flag,33.5714286,VR Headset,39.8787879,Monkey King Crown,40.8695652,Pirate Suit,45.6944444,Arcadian Racing,28.6086957,Red Flames,16.7430025,FalseIdols #5243,6,1.6738743
207.0243454,3314,Robotic Claw,49.8484848,Airpod,38.7058824,Dealers Hat,43.5761589,Jail,32.5742574,Melton,25.3076923,Graveyard,15.3379953,FalseIdols #0973,6,1.6738743
207.0175578,3549,Hockey Stick,31.3333333,Coins,40.3680982,Propeller,38.7058824,Chef Uniform,41.125,Bapho,38.255814,Blue Clouds,15.5555556,FalseIdols #3464,6,1.6738743
207.0055161,3767,FI Flag,33.5714286,Yellow Scuba Mask,45.6944444,Siren,46.013986,Yellow Good Morning,38.7058824,Vern Birch,26.0079051,Graveyard,15.3379953,FalseIdols #6326,6,1.6738743
206.9911993,5862,Present,28.9867841,Lightning Eyes,49.1044776,Hockey Helmet,44.1610738,Suit,39.6385542,Boar Girl Red,27.6470588,Green,15.7793765,FalseIdols #5664,6,1.6738743
206.9478959,5012,Angel Wings,30.462963,Bandage,43.8666667,Ice Cream,37.1751412,White Turtleneck,39.1666667,Mori,37.6,Spirals,17.002584,FalseIdols #5822,6,1.6738743
206.9304439,2480,Turtle Shell Brown,31.4832536,Fire Eyes,60.3669725,Ninja Headband,35.7608696,Hockey Black,35.3763441,Corki Demon,26.6396761,Pink Flames,15.6294537,FalseIdols #2587,6,1.6738743
206.9245662,5631,Umbrella Rainbow,32.9,Heart Eyes,51.8110236,Propeller,38.7058824,Skeleton,39.6385542,Corki Demon,26.6396761,Blue Clouds,15.5555556,FalseIdols #4778,6,1.6738743
206.8942747,3823,Umbrella Black,28.1196581,Pacifier,45.0684932,Red Bandana,50.2290076,Flame Hoodie,40.3680982,Haka,25.3076923,Dark Blue Flames,16.127451,FalseIdols #1431,6,1.6738743
206.8863496,3565,Turtle Shell Green,28.8596491,Laserbeams,56.7241379,Doctors Lamp,38.0346821,Hockey Blue,40.3680982,Natsu Crystal,25.0190114,Pink,16.2068966,FalseIdols #1097,6,1.6738743
206.8647265,4245,Knife,33.0653266,Tears,46.3380282,Propeller,38.7058824,Blue Jacket,45.6944444,Natsu Crystal,25.0190114,Dark Blue Clouds,16.3681592,FalseIdols #0071,6,1.6738743
206.8602358,4135,Knife,33.0653266,VR Headset,39.8787879,Red Bandana,50.2290076,Batik with Scarf,39.1666667,Melton Slush,26.6396761,Pink,16.2068966,FalseIdols #0884,6,1.6738743
206.8553247,857,Binocular,35.1871658,Rose,41.910828,Fox Mask,43.8666667,Cowboy,39.4011976,Arcadian Racing,28.6086957,Pink,16.2068966,FalseIdols #3809,6,1.6738743
206.8352513,3359,Trident,32.4137931,Milk Bottle,46.3380282,Cowboy Hat,41.3836478,Purple Gown,41.3836478,Melton Slush,26.6396761,Spirals,17.002584,FalseIdols #6169,6,1.6738743
206.8338179,5147,Sword,29.1150442,Burning Money,50.6153846,Dealers Hat,43.5761589,Skeleton,39.6385542,Medusa Stone,26.0079051,Pink,16.2068966,FalseIdols #1290,6,1.6738743
206.8124294,5483,Baseball Bat,28.4848485,Snake,43.2894737,Red Bandana,50.2290076,Hockey Blue,40.3680982,Azazel Frost,26.6396761,Dark Blue Flames,16.127451,FalseIdols #4784,6,1.6738743
206.8010153,2031,Hockey Stick,31.3333333,Tears,46.3380282,Axe,51.40625,Kings Robe,33.4010152,Vern,25.9055118,Red Flames,16.7430025,FalseIdols #3247,6,1.6738743
206.7904423,251,Present,28.9867841,Fire Eyes,60.3669725,Ribbon,34.6315789,Overalls,38.255814,Haka Volcanic,26.7479675,Dark Blue Flames,16.127451,FalseIdols #3753,6,1.6738743
206.7870207,1155,Umbrella Rainbow,32.9,Futuristic Glasses,39.8787879,Ice Cream,37.1751412,Doctor,38.0346821,Mori Silver,40.1219512,Spirals,17.002584,FalseIdols #1769,6,1.6738743
206.7806236,420,Third Arm,33.2323232,Lightning Eyes,49.1044776,Emperors Crown,40.8695652,White Astronaut,39.8787879,Natsu Crystal,25.0190114,Spirals,17.002584,FalseIdols #4381,6,1.6738743
206.7710264,4704,Present,28.9867841,Bandage,43.8666667,Confused Stars,39.4011976,Orange Astronaut,38.4795322,Bapho Tattooed,39.1666667,Rainbow,15.1963048,FalseIdols #4402,6,1.6738743
206.7668106,4994,Scythe,27.5313808,Blue Scuba Mask,47.6811594,Confused Stars,39.4011976,Blue Kimono,37.1751412,Mori,37.6,Skatepark Park,15.7040573,FalseIdols #2997,6,1.6738743
206.7652189,3886,Umbrella Rainbow,32.9,Rainbow Glasses,44.7619048,Purple Bandana,43.0065359,Chef Uniform,41.125,Melton Slush,26.6396761,Purple Clouds,16.6582278,FalseIdols #1086,6,1.6738743
206.7628859,2906,Trident,32.4137931,Game Controller,38.4795322,Siberian Hat,40.617284,Green Kimono,38.4795322,Bapho Tattooed,39.1666667,Purple Gradient,15.9322034,FalseIdols #4432,6,1.6738743
206.7240291,1822,Umbrella Rainbow,32.9,Painters Mask,48.3823529,Emperors Crown,40.8695652,Purple Gown,41.3836478,Haka,25.3076923,Pink,16.2068966,FalseIdols #2767,6,1.6738743
206.7160003,1906,Devil Wings,29.2444444,Painters Mask,48.3823529,Party Hat,46.6666667,Orange Astronaut,38.4795322,Azazel Frost,26.6396761,Pink Flames,15.6294537,FalseIdols #4801,6,1.6738743
206.7031841,3591,Turtle Shell Brown,31.4832536,Moustache,47,Purple Bandana,43.0065359,White Astronaut,39.8787879,Okame,27.8813559,Green,15.7793765,FalseIdols #4117,6,1.6738743
206.6956543,669,Umbrella Black,28.1196581,Bubble Gum,38.4795322,Mariachi Hat,57.2173913,Silver Armor,36.5555556,Boar Girl Red,27.6470588,Spirals,17.002584,FalseIdols #3167,6,1.6738743
206.6951287,1288,Umbrella Rainbow,32.9,Bandage,43.8666667,Bucket,41.125,Pirate Suit,45.6944444,Melton,25.3076923,Dark Blue Flames,16.127451,FalseIdols #6189,6,1.6738743
206.6837433,3570,Baseball Bat,28.4848485,Milk Bottle,46.3380282,Emperors Crown,40.8695652,Blue Jacket,45.6944444,Okame,27.8813559,Prison Photo booth,15.7416268,FalseIdols #3920,6,1.6738743
206.6619681,1460,Fan,32.7363184,Airpod,38.7058824,Party Hat,46.6666667,Pirate Suit,45.6944444,Azazel,25.4054054,Green,15.7793765,FalseIdols #2079,6,1.6738743
206.6476531,376,Skateboard,26.9672131,Futuristic Glasses,39.8787879,Propeller,38.7058824,Pirate Suit,45.6944444,Mori,37.6,Dark Blue Flames,16.127451,FalseIdols #2865,6,1.6738743
206.6451091,2877,Skateboard,26.9672131,Fire Eyes,60.3669725,Ice Cream,37.1751412,Orange TShirt,39.1666667,Okame Wood,24.5522388,Red Flames,16.7430025,FalseIdols #4869,6,1.6738743
206.6235516,1094,Devil Wings,29.2444444,Eye Patch,38.7058824,Black Beanie,48.0291971,Hockey Black,35.3763441,Bapho,38.255814,Graveyard,15.3379953,FalseIdols #3692,6,1.6738743
206.6069598,3330,Robotic Claw,49.8484848,3D Glasses,42.1794872,Farmers Hat,36.9662921,Purple  Robot,33.7435897,Melton Slush,26.6396761,Blue Clouds,15.5555556,FalseIdols #3668,6,1.6738743
206.5944613,1364,Third Arm,33.2323232,Pacifier,45.0684932,Black Beanie,48.0291971,Pink Robot,37.3863636,Medusa Stone,26.0079051,Rainbow,15.1963048,FalseIdols #1946,6,1.6738743
206.5908669,2042,Devil Wings,29.2444444,Rainbow Glasses,44.7619048,Farmers Hat,36.9662921,Doctor,38.0346821,Bapho Tattooed,39.1666667,Red Flames,16.7430025,FalseIdols #1990,6,1.6738743
206.588909,6411,Toy Hammer,34.4502618,Coins,40.3680982,Confused Stars,39.4011976,Chinese Dress,35.9562842,Mori Bot,39.4011976,Graveyard,15.3379953,FalseIdols #3697,6,1.6738743
206.5808496,2998,Umbrella Rainbow,32.9,Bandage,43.8666667,Red Bandana,50.2290076,Gold Armor,35.5675676,Melton Slush,26.6396761,Skatepark Park,15.7040573,FalseIdols #6619,6,1.6738743
206.5779888,3865,Coffin,31.3333333,Face Bandage,57.2173913,Farmers Hat,36.9662921,Skeleton,39.6385542,Okame Wood,24.5522388,Rainbow,15.1963048,FalseIdols #0156,6,1.6738743
206.5766558,953,FI Flag,33.5714286,Pipe,48.0291971,Soda Cap,41.125,Batik with Scarf,39.1666667,Vern Birch,26.0079051,Spirals,17.002584,FalseIdols #3479,6,1.6738743
206.5598703,4576,Surfboard,28.8596491,Mask,88.9189189,None,6.3391137,Green Kimono,38.4795322,Natsu Crystal,25.0190114,Purple Gradient,15.9322034,FalseIdols #5803,5,3.0114416
206.5571204,5163,FI Flag,33.5714286,Popping Eyes,46.013986,Purple Bandana,43.0065359,Yellow Good Morning,38.7058824,Okame,27.8813559,Skatepark Park,15.7040573,FalseIdols #1499,6,1.6738743
206.5283084,2063,Turtle Shell Green,28.8596491,Burning Money,50.6153846,Dealers Hat,43.5761589,Flame Hoodie,40.3680982,Melton,25.3076923,Dark Blue Flames,16.127451,FalseIdols #2755,6,1.6738743
206.5231923,4240,Surfboard,28.8596491,Pipe,48.0291971,Ninja Headband,35.7608696,HellYeah Hoodie,38.7058824,Mori,37.6,Blue Flames,15.8937198,FalseIdols #0838,6,1.6738743
206.5078497,1307,NONE,6.5668663,Fire Eyes,60.3669725,Pajama Cap,33.7435897,Blue Jacket,45.6944444,Mori Silver,40.1219512,Spirals,17.002584,FalseIdols #5039,5,3.0114416
206.4981716,4644,FI Flag,33.5714286,Moustache,47,Hockey Helmet,44.1610738,Overalls,38.255814,Corki Demon,26.6396761,Rainbow,15.1963048,FalseIdols #3845,6,1.6738743
206.4924548,2456,Fan,32.7363184,Face Bandage,57.2173913,Siberian Hat,40.617284,Blue One Piece,33.7435897,Haka,25.3076923,Rainbow,15.1963048,FalseIdols #4131,6,1.6738743
206.4887466,4268,Trident,32.4137931,Rose,41.910828,Axe,51.40625,Doctor,38.0346821,Haka,25.3076923,Prison Photo booth,15.7416268,FalseIdols #2656,6,1.6738743
206.4876869,3665,FI Flag,33.5714286,Game Controller,38.4795322,Bucket,41.125,Blue Kimono,37.1751412,Bapho,38.255814,Pink,16.2068966,FalseIdols #3773,6,1.6738743
206.4771147,3221,Toy Hammer,34.4502618,Rose,41.910828,Ninja Headband,35.7608696,Pink Robot,37.3863636,Mori Bot,39.4011976,Blue Flames,15.8937198,FalseIdols #2831,6,1.6738743
206.4727795,1625,Toy Hammer,34.4502618,Futuristic Glasses,39.8787879,Red Bandana,50.2290076,HellYeah Hoodie,38.7058824,Corki,25.9055118,Pink Flames,15.6294537,FalseIdols #4106,6,1.6738743
206.4720207,32,Surfboard,28.8596491,Arrow,42.1794872,Black Beanie,48.0291971,Jail,32.5742574,Mori,37.6,Blue Clouds,15.5555556,FalseIdols #3663,6,1.6738743
206.4719832,5650,Carrot Stick,33.0653266,Snake,43.2894737,Ninja Headband,35.7608696,Green Good Morning,36.3535912,Mori Silver,40.1219512,Pink,16.2068966,FalseIdols #1496,6,1.6738743
206.4643834,71,Baseball Bat,28.4848485,Reverse Cross Earring,45.0684932,Pirate Hat,36.7597765,Black Turtleneck,36.9662921,Bapho Demon,41.3836478,Dark Blue Flames,16.127451,FalseIdols #6305,6,1.6738743
206.452006,2072,Skateboard,26.9672131,Face Bandage,57.2173913,Cowboy Hat,41.3836478,Yellow Good Morning,38.7058824,Haka,25.3076923,Rainbow,15.1963048,FalseIdols #3711,6,1.6738743
206.4466832,1739,Present,28.9867841,Bubble Gum,38.4795322,Mariachi Hat,57.2173913,Orange Astronaut,38.4795322,Corki,25.9055118,Skatepark Park,15.7040573,FalseIdols #1691,6,1.6738743
206.4079973,1506,Skateboard,26.9672131,Lightning Eyes,49.1044776,Black Beanie,48.0291971,Overalls,38.255814,Haka Volcanic,26.7479675,Pink Flames,15.6294537,FalseIdols #1550,6,1.6738743
206.3780477,385,Binocular,35.1871658,Bubble Gum,38.4795322,Cone,45.0684932,Leopard Gown,40.617284,Arcadian Racing,28.6086957,Red Flames,16.7430025,FalseIdols #1389,6,1.6738743
206.3694483,2005,Devil Wings,29.2444444,Eye Patch,38.7058824,Emperors Crown,40.8695652,Leopard Gown,40.617284,Bapho,38.255814,Spirals,17.002584,FalseIdols #5960,6,1.6738743
206.3626558,3323,Hockey Stick,31.3333333,None,6.2966507,Blue Snapback,88.9189189,Robe,36.1538462,Natsu Crystal,25.0190114,Pink Flames,15.6294537,FalseIdols #4373,5,3.0114416
206.3619674,4113,NONE,6.5668663,Oni Mask,67.1428571,Black Beanie,48.0291971,Hockey Blue,40.3680982,Medusa,25.9055118,Graveyard,15.3379953,FalseIdols #1651,5,3.0114416
206.3564353,3440,Third Arm,33.2323232,Earring,38.0346821,Confused Stars,39.4011976,Orange Astronaut,38.4795322,Bapho Tattooed,39.1666667,Dark Blue Clouds,16.3681592,FalseIdols #4122,6,1.6738743
206.3228444,6199,Baseball Bat,28.4848485,Face Bandage,57.2173913,Propeller,38.7058824,HellYeah Hoodie,38.7058824,Corki,25.9055118,Pink Flames,15.6294537,FalseIdols #6270,6,1.6738743
206.3186899,1567,Turtle Shell Green,28.8596491,VR Headset,39.8787879,Bucket,41.125,Suit,39.6385542,Mori Bot,39.4011976,Prison Photo booth,15.7416268,FalseIdols #5085,6,1.6738743
