Rank,Weighting,Name,Back,BackRarity,Eyes,EyesRarity,Face,FaceRarity,Head,HeadRarity,Race,RaceRarity,Armor,ArmorRarity,Mouth,MouthRarity,Racial,RacialRarity,Familiar,FamiliarRarity,SkinTone,SkinToneRarity,Background,BackgroundRarity,TraitCount,TraitCountRarity,Asset
0,199.93161709999998,Tavern Squad Adventurer #05171,Tribal Spear,19.3050193,Sad,7.6863951,None,1.1021713,None,7.6745971,Elf,4.3572985,Wizard,13.6239782,Smoking,39.0625,Wounded,22.0264317,None,1.0215548,C,3.0422878,Dungeon,77.5193798,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643035313731
0,199.90980429999996,Tavern Squad Adventurer #04272,Shield,12.9032258,Normal,2.7624309,None,1.1021713,Apple,10.7526882,Human,2.8352708,Chain Mail,11.1731844,Dagger,128.2051282,Imperial,17.4825175,None,1.0215548,C,3.0422878,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034323732
0,199.84340729999997,Tavern Squad Adventurer #02112,Tribal Spear,19.3050193,Normal,2.7624309,Cloth Mask,97.0873786,Short Hair,8.2304527,Dwarf,4.0666938,Explorer,11.3895216,Sad,9.569378,Fully Braided,22.9885057,None,1.0215548,C,3.0422878,Green,6.1957869,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643032313132
0,199.74805879999997,Tavern Squad Adventurer #04175,Fire Maul,20.746888,Drowsy,6.8917988,None,1.1021713,Ponytail,9.7847358,Aquila,21.2765957,Bone,14.47178,Racial,5.8173357,Ancient,106.3829787,None,1.0215548,A,2.894356,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034313735
0,199.7070818,Tavern Squad Adventurer #03131,Warpick,14.4092219,Sad,7.6863951,Eyepatch,19.9600798,Crown,36.4963504,Human,2.8352708,Traveller,12.0772947,Scared,11.0497238,None,12.0918984,None,1.0215548,A,2.894356,Dungeon,77.5193798,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033313331
0,199.6819314,Tavern Squad Adventurer #07344,None,4.9925112,Lightning,52.3560209,None,1.1021713,Bandana,8.841733,Human,2.8352708,Wooden,18.3150183,Crazy,13.1926121,Full Beard,12.9533679,None,1.0215548,C,3.0422878,Dungeon,77.5193798,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037333434
0,199.6061488,Tavern Squad Adventurer #04104,Warpick,14.4092219,Normal,2.7624309,None,1.1021713,Crown,36.4963504,Aquila,21.2765957,Wizard,13.6239782,Racial,5.8173357,Small,91.7431193,None,1.0215548,A,2.894356,Blue,6.7934783,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034313034
0,199.57742239999996,Tavern Squad Adventurer #01721,Shield,12.9032258,Sad,7.6863951,Cloth Mask,97.0873786,Ponytail,9.7847358,Elf,4.3572985,Chain Mail,11.1731844,Drowsy,9.3196645,Wounded,22.0264317,None,1.0215548,B,3.0693677,Purple,6.9637883,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643031373231
0,199.51748139999995,Tavern Squad Adventurer #04139,Fire Maul,20.746888,Angry,5.7971014,None,1.1021713,Wizard,12.300123,Aquila,21.2765957,Rogue,12.8205128,Racial,5.8173357,Ancient,106.3829787,None,1.0215548,A,2.894356,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034313339
0,199.5106018,Tavern Squad Adventurer #01003,Spear,12.2399021,Scared,9.3632959,None,1.1021713,None,7.6745971,Aquila,21.2765957,Explorer,11.3895216,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,B,3.0693677,Orange,8.1037277,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643031303033
0,199.34768989999995,Tavern Squad Adventurer #07554,Lute,12.5313283,Angry,5.7971014,None,1.1021713,Short Hair,8.2304527,Aquila,21.2765957,Bone,14.47178,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,A,2.894356,Red,9.596929,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037353534
0,199.30541089999997,Tavern Squad Adventurer #03632,Lute,12.5313283,Sad,7.6863951,None,1.1021713,Long Hair,8.1632653,Aquila,21.2765957,Royal Guard,16.3666121,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,A,2.894356,Gray,5.8377116,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033363332
0,199.27156289999996,Tavern Squad Adventurer #08563,Fire Maul,20.746888,Scared,9.3632959,None,1.1021713,Ponytail,9.7847358,Aquila,21.2765957,Traveller,12.0772947,Racial,5.8173357,Ancient,106.3829787,None,1.0215548,B,3.0693677,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038353633
0,199.23083559999998,Tavern Squad Adventurer #00086,Sword,11.9617225,Normal,2.7624309,None,1.1021713,None,7.6745971,Dwarf,4.0666938,Knight,13.7741047,Dagger,128.2051282,Braided Mustache,16.4203612,None,1.0215548,A,2.894356,Gray,5.8377116,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030303836
0,199.19664629999997,Tavern Squad Adventurer #04355,Pickaxe,12.5786164,Scared,9.3632959,None,1.1021713,None,7.6745971,Aquila,21.2765957,Ice,21.2314225,Racial,5.8173357,Ancient,106.3829787,None,1.0215548,C,3.0422878,Green,6.1957869,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034333535
0,199.1935743,Tavern Squad Adventurer #07817,Glaives,91.7431193,Crazy,15.5279503,None,1.1021713,Horns,34.0136054,Dwarf,4.0666938,Ice,21.2314225,Normal,3.4940601,Braided Mustache,16.4203612,None,1.0215548,B,3.0693677,Gray,5.8377116,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037383137
0,199.19250669999997,Tavern Squad Adventurer #01136,Shield,12.9032258,Normal,2.7624309,None,1.1021713,None,7.6745971,Human,2.8352708,Royal Guard,16.3666121,Dagger,128.2051282,Full Beard,12.9533679,None,1.0215548,A,2.894356,Purple,6.9637883,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643031313336
0,199.1604904,Tavern Squad Adventurer #00726,Lute,12.5313283,Sad,7.6863951,None,1.1021713,Long Hair,8.1632653,Aquila,21.2765957,Barbarian,14.9476831,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,C,3.0422878,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030373236
0,199.0541256,Tavern Squad Adventurer #04301,Tribal Spear,19.3050193,Normal,2.7624309,None,1.1021713,Bandana,8.841733,Aquila,21.2765957,Chain Mail,11.1731844,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,C,3.0422878,Orange,8.1037277,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034333031
0,198.81964879999995,Tavern Squad Adventurer #09067,Warpick,14.4092219,Crazy,15.5279503,Cloth Mask,97.0873786,Short Hair,8.2304527,Human,2.8352708,Traveller,12.0772947,Drowsy,9.3196645,Full Beard,12.9533679,None,1.0215548,B,3.0693677,Orange,8.1037277,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643039303637
0,198.76140919999997,Tavern Squad Adventurer #00345,Pickaxe,12.5786164,Angry,5.7971014,None,1.1021713,Apple,10.7526882,Aquila,21.2765957,Knight,13.7741047,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,B,3.0693677,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030333435
0,198.54864779999997,Tavern Squad Adventurer #00542,Sword,11.9617225,Angry,5.7971014,None,1.1021713,Wizard,12.300123,Aquila,21.2765957,Traveller,12.0772947,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,A,2.894356,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030353432
0,198.46772229999996,Tavern Squad Adventurer #08613,Bow,17.6678445,Scared,9.3632959,None,1.1021713,Ponytail,9.7847358,Aquila,21.2765957,Wizard,13.6239782,Racial,5.8173357,Ancient,106.3829787,None,1.0215548,B,3.0693677,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038363133
0,198.4279819,Tavern Squad Adventurer #08095,None,4.9925112,Crazy,15.5279503,None,1.1021713,Bandana,8.841733,Aquila,21.2765957,Explorer,11.3895216,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,C,3.0422878,Purple,6.9637883,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038303935
0,198.3147857,Tavern Squad Adventurer #07754,Sword,11.9617225,Angry,5.7971014,Cloth Mask,97.0873786,Short Hair,8.2304527,Elf,4.3572985,Traveller,12.0772947,Drowsy,9.3196645,Curved,24.2718447,None,1.0215548,C,3.0422878,Purple,6.9637883,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037373534
0,198.19896219999998,Tavern Squad Adventurer #08781,Glaives,91.7431193,Sad,7.6863951,None,1.1021713,Crown,36.4963504,Elf,4.3572985,Wizard,13.6239782,Drowsy,9.3196645,Long,18.6915888,None,1.0215548,A,2.894356,Red,9.596929,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038373831
0,198.14491579999998,Tavern Squad Adventurer #02290,Shield,12.9032258,Scared,9.3632959,None,1.1021713,Flame,16.6112957,Aquila,21.2765957,Plant,23.3100233,Racial,5.8173357,Eagle,95.2380952,None,1.0215548,C,3.0422878,Blue,6.7934783,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643032323930
0,198.04999449999997,Tavern Squad Adventurer #02908,Lightning Sword,32.3624595,Drowsy,6.8917988,None,1.1021713,Mohawk,8.7642419,Aquila,21.2765957,Wooden,18.3150183,Racial,5.8173357,Small,91.7431193,None,1.0215548,A,2.894356,Green,6.1957869,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643032393038
0,197.97463809999996,Tavern Squad Adventurer #06128,Spear,12.2399021,Normal,2.7624309,None,1.1021713,Wizard,12.300123,Human,2.8352708,Wizard,13.6239782,Dagger,128.2051282,Full Beard,12.9533679,None,1.0215548,B,3.0693677,Green,6.1957869,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643036313238
0,197.7625735,Tavern Squad Adventurer #06294,Sword,11.9617225,Sad,7.6863951,None,1.1021713,Ponytail,9.7847358,Aquila,21.2765957,Wizard,13.6239782,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,C,3.0422878,Gray,5.8377116,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643036323934
0,197.72316339999998,Tavern Squad Adventurer #05642,Warpick,14.4092219,Drowsy,6.8917988,None,1.1021713,None,7.6745971,Aquila,21.2765957,Explorer,11.3895216,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,A,2.894356,Blue,6.7934783,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643035363432
0,197.44051789999997,Tavern Squad Adventurer #02417,None,4.9925112,Sad,7.6863951,None,1.1021713,Long Hair,8.1632653,Dwarf,4.0666938,Chain Mail,11.1731844,Dagger,128.2051282,Waves,18.2815356,None,1.0215548,C,3.0422878,Green,6.1957869,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643032343137
0,197.4216002,Tavern Squad Adventurer #06739,Axe,12.3304562,Angry,5.7971014,None,1.1021713,Horns,34.0136054,Aquila,21.2765957,Knight,13.7741047,Racial,5.8173357,Small,91.7431193,None,1.0215548,C,3.0422878,Gray,5.8377116,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643036373339
0,197.4129624,Tavern Squad Adventurer #01648,Sword,11.9617225,Drowsy,6.8917988,Eyepatch,19.9600798,Short Hair,8.2304527,Elf,4.3572985,Chain Mail,11.1731844,Scared,11.0497238,Spiky,28.1690141,None,1.0215548,A,2.894356,Dungeon,77.5193798,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643031363438
0,197.4075416,Tavern Squad Adventurer #03861,Shield,12.9032258,Normal,2.7624309,None,1.1021713,Apple,10.7526882,Human,2.8352708,Explorer,11.3895216,Dagger,128.2051282,Ducktail,13.6239782,None,1.0215548,C,3.0422878,Orange,8.1037277,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033383631
0,197.25590689999996,Tavern Squad Adventurer #07388,Sword,11.9617225,Drowsy,6.8917988,None,1.1021713,Mohawk,8.7642419,Aquila,21.2765957,Chain Mail,11.1731844,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,C,3.0422878,Red,9.596929,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037333838
0,197.1921592,Tavern Squad Adventurer #03996,Spear,12.2399021,Crazy,15.5279503,None,1.1021713,Apple,10.7526882,Elf,4.3572985,Molten,38.0228137,Angry,7.6687117,Curved,24.2718447,None,1.0215548,C,3.0422878,Dungeon,77.5193798,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033393936
0,197.1569087,Tavern Squad Adventurer #02039,Fire Maul,20.746888,Angry,5.7971014,None,1.1021713,None,7.6745971,Aquila,21.2765957,Barbarian,14.9476831,Racial,5.8173357,Ancient,106.3829787,None,1.0215548,C,3.0422878,Gray,5.8377116,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643032303339
0,197.02819219999998,Tavern Squad Adventurer #03200,None,4.9925112,Normal,2.7624309,None,1.1021713,Ponytail,9.7847358,Elf,4.3572985,Villager,11.4547537,Dagger,128.2051282,Long,18.6915888,None,1.0215548,C,3.0422878,Orange,8.1037277,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033323030
0,197.02513979999995,Tavern Squad Adventurer #04389,Warpick,14.4092219,Normal,2.7624309,None,1.1021713,None,7.6745971,Aquila,21.2765957,Knight,13.7741047,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,C,3.0422878,Yellow,7.6923077,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034333839
0,196.9887121,Tavern Squad Adventurer #03450,None,4.9925112,Drowsy,6.8917988,None,1.1021713,Wizard,12.300123,Human,2.8352708,Knight,13.7741047,Dagger,128.2051282,Ducktail,13.6239782,None,1.0215548,A,2.894356,Gray,5.8377116,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033343530
0,196.86564369999996,Tavern Squad Adventurer #07293,None,4.9925112,Sad,7.6863951,None,1.1021713,Flame,16.6112957,Aquila,21.2765957,Chain Mail,11.1731844,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,A,2.894356,Gray,5.8377116,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037323933
0,196.83531179999997,Tavern Squad Adventurer #04283,Fire Maul,20.746888,Crazy,15.5279503,None,1.1021713,None,7.6745971,Aquila,21.2765957,Knight,13.7741047,Racial,5.8173357,Eagle,95.2380952,None,1.0215548,C,3.0422878,Orange,8.1037277,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034323833
0,196.75427609999997,Tavern Squad Adventurer #03714,Bow,17.6678445,Lightning,52.3560209,Monocle,35.971223,Flame,16.6112957,Dwarf,4.0666938,Wooden,18.3150183,Scared,11.0497238,Braided Mustache,16.4203612,None,1.0215548,A,2.894356,Green,6.1957869,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033373134
0,196.7435602,Tavern Squad Adventurer #07284,Axe,12.3304562,Angry,5.7971014,Cloth Mask,97.0873786,Short Hair,8.2304527,Elf,4.3572985,Rogue,12.8205128,Scared,11.0497238,Long,18.6915888,None,1.0215548,B,3.0693677,Orange,8.1037277,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037323834
0,196.71321379999998,Tavern Squad Adventurer #03534,Lightning Sword,32.3624595,Normal,2.7624309,None,1.1021713,Ponytail,9.7847358,Aquila,21.2765957,Barbarian,14.9476831,Racial,5.8173357,Eagle,95.2380952,None,1.0215548,C,3.0422878,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033353334
0,196.6250762,Tavern Squad Adventurer #02562,Lightning Sword,32.3624595,Angry,5.7971014,None,1.1021713,Ponytail,9.7847358,Aquila,21.2765957,Royal Guard,16.3666121,Racial,5.8173357,Small,91.7431193,None,1.0215548,A,2.894356,Blue,6.7934783,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643032353632
0,196.61670459999996,Tavern Squad Adventurer #01489,Axe,12.3304562,Sad,7.6863951,Eyepatch,19.9600798,None,7.6745971,Aquila,21.2765957,Villager,11.4547537,Racial,5.8173357,Eagle,95.2380952,None,1.0215548,A,2.894356,Red,9.596929,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643031343839
0,196.35560579999998,Tavern Squad Adventurer #09740,Lute,12.5313283,Normal,2.7624309,Cloth Mask,97.0873786,None,7.6745971,Orc,8.0064051,Chain Mail,11.1731844,Racial,5.8173357,Crooked,39.5256917,None,1.0215548,A,2.894356,Green,6.1957869,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643039373430
0,196.32655769999994,Tavern Squad Adventurer #08445,Bow,17.6678445,Sad,7.6863951,Cloth Mask,97.0873786,Short Hair,8.2304527,Human,2.8352708,Villager,11.4547537,Drowsy,9.3196645,Goatee,16.0771704,None,1.0215548,B,3.0693677,Yellow,7.6923077,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038343435
0,196.26425359999996,Tavern Squad Adventurer #08814,Warpick,14.4092219,Normal,2.7624309,None,1.1021713,Ponytail,9.7847358,Aquila,21.2765957,Wizard,13.6239782,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,A,2.894356,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038383134
0,196.26044299999998,Tavern Squad Adventurer #02726,Spear,12.2399021,Sad,7.6863951,Cloth Mask,97.0873786,Short Hair,8.2304527,Dwarf,4.0666938,Explorer,11.3895216,Crazy,13.1926121,Waves,18.2815356,None,1.0215548,C,3.0422878,Gray,5.8377116,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643032373236
0,196.21446589999996,Tavern Squad Adventurer #03109,Glaives,91.7431193,Angry,5.7971014,Eyepatch,19.9600798,Mohawk,8.7642419,Dwarf,4.0666938,Wooden,18.3150183,Normal,3.4940601,Waves,18.2815356,None,1.0215548,A,2.894356,Yellow,7.6923077,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033313039
0,196.06963729999995,Tavern Squad Adventurer #06715,Bow,17.6678445,Sad,7.6863951,None,1.1021713,Ponytail,9.7847358,Aquila,21.2765957,Chain Mail,11.1731844,Racial,5.8173357,Ancient,106.3829787,None,1.0215548,A,2.894356,Red,9.596929,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643036373135
0,196.02749889999998,Tavern Squad Adventurer #07971,None,4.9925112,Normal,2.7624309,Monocle,35.971223,Bandana,8.841733,Aquila,21.2765957,Traveller,12.0772947,Racial,5.8173357,Small,91.7431193,None,1.0215548,A,2.894356,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037393731
0,195.9918568,Tavern Squad Adventurer #00701,Warpick,14.4092219,Sad,7.6863951,None,1.1021713,Wizard,12.300123,Aquila,21.2765957,Bone,14.47178,Racial,5.8173357,Ancient,106.3829787,None,1.0215548,A,2.894356,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030373031
0,195.8794011,Tavern Squad Adventurer #05240,None,4.9925112,Normal,2.7624309,None,1.1021713,Wizard,12.300123,Aquila,21.2765957,Molten,38.0228137,Racial,5.8173357,Eagle,95.2380952,None,1.0215548,C,3.0422878,Blue,6.7934783,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643035323430
0,195.87344639999998,Tavern Squad Adventurer #08835,Tribal Spear,19.3050193,Scared,9.3632959,Cloth Mask,97.0873786,Long Hair,8.1632653,Human,2.8352708,Villager,11.4547537,Sad,9.569378,Ducktail,13.6239782,None,1.0215548,B,3.0693677,Green,6.1957869,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038383335
0,195.81701859999998,Tavern Squad Adventurer #04743,Tribal Spear,19.3050193,Crazy,15.5279503,None,1.1021713,Wizard,12.300123,Aquila,21.2765957,Explorer,11.3895216,Racial,5.8173357,Eagle,95.2380952,None,1.0215548,B,3.0693677,Orange,8.1037277,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034373433
0,195.76376769999996,Tavern Squad Adventurer #07941,None,4.9925112,Normal,2.7624309,Cloth Mask,97.0873786,Crown,36.4963504,Human,2.8352708,Barbarian,14.9476831,Sad,9.569378,Ducktail,13.6239782,None,1.0215548,B,3.0693677,Yellow,7.6923077,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037393431
0,195.69662590000002,Tavern Squad Adventurer #04172,None,4.9925112,Angry,5.7971014,Eyepatch,19.9600798,Short Hair,8.2304527,Orc,8.0064051,Druid,24.3309002,Racial,5.8173357,Straight,35.4609929,None,1.0215548,A,2.894356,Dungeon,77.5193798,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643034313732
0,195.553273,Tavern Squad Adventurer #02614,Fire Maul,20.746888,Sad,7.6863951,None,1.1021713,None,7.6745971,Aquila,21.2765957,Villager,11.4547537,Racial,5.8173357,Ancient,106.3829787,None,1.0215548,C,3.0422878,Gray,5.8377116,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643032363134
0,195.5443799,Tavern Squad Adventurer #08019,None,4.9925112,Sad,7.6863951,Cloth Mask,97.0873786,Short Hair,8.2304527,Orc,8.0064051,Chain Mail,11.1731844,Racial,5.8173357,Skinny,40.9836066,None,1.0215548,C,3.0422878,Gray,5.8377116,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038303139
0,195.48795559999994,Tavern Squad Adventurer #00754,Spear,12.2399021,Normal,2.7624309,None,1.1021713,Ponytail,9.7847358,Human,2.8352708,Chain Mail,11.1731844,Dagger,128.2051282,None,12.0918984,None,1.0215548,B,3.0693677,Yellow,7.6923077,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643030373534
0,195.48432499999998,Tavern Squad Adventurer #05244,Fire Maul,20.746888,Scared,9.3632959,None,1.1021713,Long Hair,8.1632653,Aquila,21.2765957,Ice,21.2314225,Racial,5.8173357,Eagle,95.2380952,None,1.0215548,A,2.894356,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643035323434
0,195.31090269999999,Tavern Squad Adventurer #08938,Spear,12.2399021,Sad,7.6863951,None,1.1021713,Long Hair,8.1632653,Aquila,21.2765957,Explorer,11.3895216,Racial,5.8173357,Pierced,114.9425287,None,1.0215548,C,3.0422878,Purple,6.9637883,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643038393338
0,195.18232989999996,Tavern Squad Adventurer #03756,Pickaxe,12.5786164,Normal,2.7624309,None,1.1021713,Ponytail,9.7847358,Human,2.8352708,Villager,11.4547537,Dagger,128.2051282,None,12.0918984,None,1.0215548,C,3.0422878,Blue,6.7934783,8,3.5100035,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643033373536
0,195.15529539999994,Tavern Squad Adventurer #07475,Glaives,91.7431193,Angry,5.7971014,Eyepatch,19.9600798,Apple,10.7526882,Human,2.8352708,Bone,14.47178,Angry,7.6687117,Imperial,17.4825175,None,1.0215548,C,3.0422878,Green,6.1957869,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037343735
0,195.08059609999998,Tavern Squad Adventurer #07500,Fire Maul,20.746888,Angry,5.7971014,None,1.1021713,Mohawk,8.7642419,Aquila,21.2765957,Knight,13.7741047,Racial,5.8173357,Ancient,106.3829787,None,1.0215548,A,2.894356,Gray,5.8377116,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643037353030
0,195.0149631,Tavern Squad Adventurer #05968,Sword,11.9617225,Normal,2.7624309,None,1.1021713,Flame,16.6112957,Aquila,21.2765957,Knight,13.7741047,Racial,5.8173357,Ancient,106.3829787,None,1.0215548,C,3.0422878,Red,9.596929,9,1.6655563,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643035393638
0,195.0040252,Tavern Squad Adventurer #09405,Bow,17.6678445,Normal,2.7624309,Cloth Mask,97.0873786,Mohawk,8.7642419,Dwarf,4.0666938,Wizard,13.6239782,Sad,9.569378,Braided Mustache,16.4203612,None,1.0215548,C,3.0422878,Blue,6.7934783,10,14.1843972,2d01b3496fd22b1a61e6227c27250225b1186e5ebae7360b1fc5392c54617665726e53717561643039343035
